price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
230000.0,3.0,1.0,1250.0,9774.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,1969.0,0.0,1280.0,8850.0
385000.0,4.0,1.75,1620.0,4980.0,1.0,0.0,0.0,4.0,7.0,860.0,760.0,1947.0,0.0,1400.0,4980.0
2000000.0,3.0,2.75,3050.0,44867.0,1.0,0.0,4.0,3.0,9.0,2330.0,720.0,1968.0,0.0,4110.0,20336.0
285000.0,5.0,2.5,2270.0,6300.0,2.0,0.0,0.0,3.0,8.0,2270.0,0.0,1995.0,0.0,2240.0,7005.0
252700.0,2.0,1.5,1070.0,9643.0,1.0,0.0,0.0,3.0,7.0,1070.0,0.0,1985.0,0.0,1220.0,8386.0
329000.0,3.0,2.25,2450.0,6500.0,2.0,0.0,0.0,4.0,8.0,2450.0,0.0,1985.0,0.0,2200.0,6865.0
233000.0,3.0,2.0,1710.0,4697.0,1.5,0.0,0.0,5.0,6.0,1710.0,0.0,1941.0,0.0,1030.0,4705.0
937000.0,3.0,1.75,2450.0,2691.0,2.0,0.0,0.0,3.0,8.0,1750.0,700.0,1915.0,0.0,1760.0,3573.0
667000.0,3.0,1.0,1400.0,1581.0,1.5,0.0,0.0,5.0,8.0,1400.0,0.0,1909.0,0.0,1860.0,3861.0
438000.0,3.0,1.75,1520.0,6380.0,1.0,0.0,0.0,3.0,7.0,790.0,730.0,1948.0,0.0,1520.0,6235.0
719000.0,4.0,2.5,2570.0,7173.0,2.0,0.0,0.0,3.0,8.0,2570.0,0.0,2005.0,0.0,2630.0,6026.0
580500.0,3.0,2.5,2320.0,3980.0,2.0,0.0,0.0,3.0,8.0,2320.0,0.0,2003.0,0.0,2580.0,3980.0
280000.0,2.0,1.5,1190.0,1265.0,3.0,0.0,0.0,3.0,7.0,1190.0,0.0,2005.0,0.0,1390.0,1756.0
687500.0,4.0,1.75,2330.0,5000.0,1.5,0.0,0.0,4.0,7.0,1510.0,820.0,1929.0,0.0,1460.0,5000.0
535000.0,3.0,1.0,1090.0,3000.0,1.5,0.0,0.0,4.0,8.0,1090.0,0.0,1929.0,0.0,1570.0,5080.0
322500.0,4.0,2.75,2060.0,6659.0,1.0,0.0,0.0,3.0,7.0,1280.0,780.0,1981.0,0.0,2020.0,8720.0
696000.0,3.0,2.5,2300.0,3060.0,1.5,0.0,0.0,3.0,8.0,1510.0,790.0,1930.0,2002.0,1590.0,3264.0
550000.0,4.0,1.0,1660.0,34848.0,1.0,0.0,0.0,1.0,5.0,930.0,730.0,1933.0,0.0,2160.0,11467.0
640000.0,4.0,2.0,2360.0,6000.0,2.0,0.0,0.0,4.0,8.0,2360.0,0.0,1904.0,0.0,1730.0,4700.0
240000.0,4.0,1.0,1220.0,8075.0,1.0,0.0,0.0,2.0,7.0,890.0,330.0,1969.0,0.0,1290.0,7800.0
605000.0,4.0,2.5,2620.0,7553.0,2.0,0.0,0.0,3.0,8.0,2620.0,0.0,1996.0,0.0,2620.0,11884.0
625000.0,4.0,2.5,2570.0,5520.0,2.0,0.0,0.0,3.0,9.0,2570.0,0.0,2000.0,0.0,2470.0,5669.0
775000.0,4.0,2.25,4220.0,24186.0,1.0,0.0,0.0,3.0,8.0,2600.0,1620.0,1984.0,0.0,2410.0,30617.0
861990.0,5.0,2.75,3595.0,5639.0,2.0,0.0,0.0,3.0,9.0,3595.0,0.0,2014.0,0.0,3625.0,5639.0
685000.0,3.0,1.0,1570.0,2280.0,2.0,0.0,0.0,3.0,7.0,1570.0,0.0,1922.0,0.0,1580.0,2640.0
309000.0,3.0,1.0,1280.0,9656.0,1.0,0.0,0.0,4.0,6.0,920.0,360.0,1959.0,0.0,1340.0,8808.0
488000.0,3.0,2.5,3160.0,13603.0,2.0,0.0,0.0,3.0,8.0,3160.0,0.0,2003.0,0.0,3050.0,9232.0
210490.0,3.0,1.0,990.0,8528.0,1.0,0.0,0.0,3.0,6.0,990.0,0.0,1966.0,0.0,1228.0,8840.0
785000.0,4.0,2.5,2290.0,13416.0,2.0,0.0,0.0,4.0,9.0,2290.0,0.0,1981.0,0.0,2680.0,13685.0
450000.0,3.0,1.75,1250.0,5963.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,1953.0,0.0,970.0,5100.0
1350000.0,3.0,2.5,2753.0,65005.0,1.0,1.0,2.0,5.0,9.0,2165.0,588.0,1953.0,0.0,2680.0,72513.0
228000.0,3.0,1.0,1190.0,9199.0,1.0,0.0,0.0,3.0,7.0,1190.0,0.0,1955.0,0.0,1190.0,9364.0
345000.0,5.0,2.5,3150.0,9134.0,1.0,0.0,0.0,4.0,8.0,1640.0,1510.0,1966.0,0.0,1990.0,9133.0
600000.0,3.0,1.75,1410.0,4080.0,1.0,0.0,0.0,4.0,7.0,1000.0,410.0,1950.0,0.0,1410.0,4080.0
585000.0,2.0,1.75,1980.0,8550.0,1.0,0.0,0.0,3.0,7.0,990.0,990.0,1981.0,0.0,1480.0,6738.0
920000.0,5.0,2.25,2730.0,6000.0,1.5,0.0,0.0,3.0,8.0,2130.0,600.0,1927.0,0.0,2730.0,6000.0
885000.0,4.0,2.5,2830.0,5000.0,2.0,0.0,0.0,3.0,9.0,2830.0,0.0,1995.0,0.0,1950.0,5000.0
292500.0,4.0,2.5,2250.0,4495.0,2.0,0.0,0.0,3.0,7.0,2250.0,0.0,2008.0,0.0,2250.0,4500.0
301000.0,3.0,2.5,2420.0,4750.0,2.0,0.0,0.0,3.0,8.0,2420.0,0.0,2003.0,0.0,2690.0,4750.0
951000.0,5.0,3.25,3250.0,14342.0,2.0,0.0,4.0,4.0,8.0,3250.0,0.0,1968.0,0.0,2960.0,11044.0
430000.0,4.0,3.0,1850.0,9976.0,2.0,0.0,0.0,3.0,8.0,1850.0,0.0,1991.0,0.0,2270.0,8542.0
650000.0,3.0,2.25,2150.0,21235.0,1.0,0.0,3.0,4.0,8.0,1590.0,560.0,1959.0,0.0,2570.0,18900.0
289000.0,3.0,1.75,1260.0,8400.0,1.0,0.0,0.0,3.0,7.0,1260.0,0.0,1954.0,0.0,1290.0,8750.0
505000.0,3.0,1.75,2519.0,8690.0,2.0,0.0,0.0,5.0,8.0,2519.0,0.0,1973.0,0.0,2500.0,9500.0
549000.0,3.0,1.75,1540.0,1044.0,3.0,0.0,0.0,3.0,8.0,1540.0,0.0,2014.0,0.0,1580.0,3090.0
425000.0,3.0,2.25,1660.0,6000.0,1.0,0.0,0.0,3.0,7.0,1110.0,550.0,1979.0,0.0,1440.0,4080.0
317625.0,3.0,2.75,2770.0,3809.0,1.5,0.0,0.0,5.0,7.0,1770.0,1000.0,1925.0,0.0,1440.0,4000.0
975000.0,4.0,2.5,2720.0,11049.0,2.0,0.0,0.0,3.0,10.0,2720.0,0.0,1989.0,0.0,2750.0,11049.0
287000.0,4.0,2.5,2240.0,4648.0,2.0,0.0,0.0,3.0,7.0,2240.0,0.0,2005.0,0.0,2221.0,4557.0
204000.0,3.0,1.0,1000.0,12070.0,1.0,0.0,0.0,4.0,7.0,1000.0,0.0,1968.0,0.0,1010.0,12635.0
1325000.0,5.0,2.25,3200.0,20158.0,1.0,0.0,0.0,3.0,8.0,1600.0,1600.0,1965.0,0.0,3390.0,20158.0
1040000.0,5.0,3.25,4770.0,50094.0,1.0,0.0,0.0,4.0,11.0,3070.0,1700.0,1973.0,0.0,3530.0,38917.0
325000.0,3.0,2.0,1260.0,5612.0,1.0,0.0,0.0,4.0,7.0,1260.0,0.0,1972.0,0.0,1640.0,4745.0
571000.0,4.0,2.0,2750.0,7807.0,1.5,0.0,0.0,5.0,7.0,2250.0,500.0,1916.0,0.0,1510.0,7807.0
360000.0,4.0,2.5,2380.0,5000.0,2.0,0.0,0.0,3.0,8.0,2380.0,0.0,2005.0,0.0,2420.0,5000.0
349000.0,3.0,1.75,1790.0,50529.0,1.0,0.0,0.0,5.0,7.0,1090.0,700.0,1965.0,0.0,1940.0,50529.0
832500.0,4.0,4.0,3430.0,35102.0,2.0,0.0,0.0,4.0,10.0,2390.0,1040.0,1986.0,0.0,3240.0,35020.0
380000.0,4.0,1.75,1760.0,7300.0,1.0,0.0,0.0,3.0,7.0,880.0,880.0,1956.0,0.0,1680.0,7500.0
480000.0,3.0,1.0,1040.0,5060.0,1.0,0.0,0.0,3.0,7.0,1040.0,0.0,1941.0,0.0,890.0,5060.0
410000.0,3.0,1.0,1410.0,5060.0,1.0,0.0,0.0,4.0,7.0,910.0,500.0,1956.0,0.0,1130.0,5693.0
720000.0,4.0,2.5,3450.0,39683.0,2.0,0.0,0.0,3.0,10.0,3450.0,0.0,2002.0,0.0,3350.0,39750.0
390000.0,3.0,2.5,2350.0,5100.0,2.0,0.0,0.0,3.0,8.0,2350.0,0.0,2003.0,0.0,2350.0,5363.0
360000.0,4.0,2.5,1900.0,5889.0,2.0,0.0,0.0,3.0,7.0,1900.0,0.0,1992.0,0.0,1870.0,6405.0
355000.0,2.0,1.0,2020.0,6720.0,1.0,0.0,0.0,3.0,7.0,1010.0,1010.0,1948.0,0.0,1720.0,6720.0
356000.0,3.0,1.5,1680.0,8712.0,1.0,0.0,0.0,3.0,8.0,1680.0,0.0,1964.0,0.0,1850.0,8797.0
315000.0,3.0,1.0,960.0,6634.0,1.0,0.0,0.0,3.0,6.0,960.0,0.0,1952.0,0.0,1570.0,7203.0
940000.0,3.0,1.5,2140.0,3600.0,2.0,0.0,0.0,3.0,9.0,1900.0,240.0,1925.0,0.0,2020.0,4800.0
305000.0,5.0,2.25,2660.0,8400.0,1.5,0.0,0.0,5.0,7.0,2660.0,0.0,1961.0,0.0,1590.0,8165.0
461000.0,3.0,3.25,2770.0,6278.0,2.0,0.0,0.0,3.0,9.0,1980.0,790.0,2006.0,0.0,1900.0,7349.0
215000.0,2.0,2.25,1610.0,2040.0,2.0,0.0,0.0,4.0,7.0,1610.0,0.0,1979.0,0.0,1950.0,2025.0
335000.0,2.0,1.75,1030.0,1066.0,2.0,0.0,0.0,3.0,7.0,765.0,265.0,2006.0,0.0,1030.0,1106.0
243500.0,4.0,2.5,1980.0,7403.0,2.0,0.0,0.0,3.0,7.0,1980.0,0.0,1988.0,0.0,1980.0,7510.0
1099880.0,5.0,2.75,3520.0,6353.0,2.0,0.0,0.0,4.0,10.0,3520.0,0.0,2001.0,0.0,2520.0,6250.0
153000.0,3.0,1.0,1200.0,10500.0,1.0,0.0,0.0,3.0,7.0,1200.0,0.0,1962.0,0.0,1350.0,10500.0
430000.0,3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,1939.0,0.0,1570.0,4500.0
700000.0,3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,1939.0,0.0,1570.0,4500.0
905000.0,4.0,2.5,3300.0,10250.0,1.0,0.0,0.0,3.0,7.0,2390.0,910.0,1946.0,1991.0,1950.0,6045.0
247500.0,3.0,1.75,1960.0,15681.0,1.0,0.0,0.0,3.0,7.0,1960.0,0.0,1967.0,0.0,1750.0,15616.0
199000.0,4.0,1.5,1160.0,6400.0,1.0,0.0,0.0,4.0,7.0,1160.0,0.0,1975.0,0.0,1160.0,6400.0
314000.0,3.0,1.75,1810.0,41800.0,1.0,0.0,0.0,5.0,7.0,1210.0,600.0,1980.0,0.0,1650.0,135036.0
437500.0,3.0,2.5,2320.0,36847.0,2.0,0.0,2.0,3.0,9.0,2320.0,0.0,1992.0,0.0,2550.0,35065.0
850830.0,3.0,2.5,2070.0,13241.0,1.5,0.0,0.0,5.0,9.0,1270.0,800.0,1910.0,0.0,2200.0,4500.0
555000.0,3.0,2.0,1980.0,3478.0,1.5,0.0,0.0,4.0,7.0,1440.0,540.0,1929.0,0.0,1610.0,3478.0
699950.0,3.0,2.25,2190.0,107593.0,2.0,0.0,0.0,4.0,8.0,2190.0,0.0,1983.0,0.0,2570.0,47777.0
1088000.0,3.0,2.5,2920.0,8113.0,2.0,0.0,0.0,3.0,8.0,2920.0,0.0,1950.0,2010.0,2370.0,8113.0
290000.0,3.0,1.0,1210.0,33919.0,1.0,0.0,0.0,3.0,7.0,1210.0,0.0,1954.0,0.0,1640.0,14910.0
375000.0,3.0,2.5,2340.0,10005.0,1.0,0.0,0.0,4.0,8.0,1460.0,880.0,1978.0,0.0,2250.0,8162.0
460000.0,3.0,1.0,1670.0,4005.0,1.5,0.0,0.0,4.0,7.0,1170.0,500.0,1939.0,0.0,1240.0,4005.0
188500.0,2.0,1.75,1240.0,2493.0,1.0,0.0,0.0,4.0,8.0,1240.0,0.0,1985.0,0.0,1270.0,4966.0
680000.0,4.0,2.5,3140.0,28037.0,2.0,0.0,0.0,4.0,10.0,3140.0,0.0,1991.0,0.0,2990.0,35001.0
470000.0,5.0,1.75,2030.0,12342.0,2.0,0.0,0.0,4.0,7.0,2030.0,0.0,1942.0,0.0,2500.0,9433.0
597750.0,4.0,2.5,2310.0,9624.0,2.0,0.0,0.0,3.0,8.0,2310.0,0.0,1984.0,0.0,1940.0,9636.0
570000.0,3.0,1.75,1260.0,3328.0,1.0,0.0,0.0,5.0,6.0,700.0,560.0,1905.0,0.0,1380.0,3536.0
272500.0,3.0,1.75,1540.0,12600.0,1.0,0.0,0.0,4.0,7.0,1160.0,380.0,1980.0,0.0,1540.0,11656.0
329950.0,3.0,1.75,2080.0,5969.0,1.0,0.0,2.0,3.0,7.0,1080.0,1000.0,1971.0,0.0,2090.0,5500.0
480000.0,4.0,2.5,3230.0,16171.0,2.0,0.0,3.0,3.0,9.0,2520.0,710.0,2001.0,0.0,2640.0,8517.0
740500.0,3.0,3.5,4380.0,6350.0,2.0,0.0,0.0,3.0,8.0,2780.0,1600.0,1900.0,1999.0,1830.0,6350.0
518500.0,3.0,3.5,1590.0,1102.0,3.0,0.0,0.0,3.0,8.0,1590.0,0.0,2010.0,0.0,1620.0,3166.0
205425.0,2.0,1.0,880.0,6780.0,1.0,0.0,0.0,4.0,6.0,880.0,0.0,1945.0,0.0,1190.0,6780.0
171800.0,4.0,2.0,1570.0,9600.0,1.0,0.0,0.0,3.0,6.0,1570.0,0.0,1950.0,0.0,1880.0,9000.0
535000.0,4.0,1.0,1610.0,2982.0,1.5,0.0,0.0,4.0,7.0,1610.0,0.0,1925.0,0.0,1610.0,4040.0
660000.0,3.0,2.5,2400.0,6474.0,1.0,0.0,2.0,3.0,8.0,1560.0,840.0,1964.0,0.0,2340.0,10856.0
391500.0,3.0,2.0,1450.0,9132.0,1.0,0.0,0.0,3.0,7.0,1450.0,0.0,1987.0,0.0,1580.0,9104.0
395000.0,2.0,1.0,770.0,6000.0,1.0,0.0,0.0,3.0,6.0,770.0,0.0,1953.0,0.0,1710.0,6000.0
445000.0,4.0,1.75,2100.0,4400.0,1.5,0.0,0.0,5.0,7.0,1720.0,380.0,1924.0,0.0,1850.0,4400.0
770000.0,3.0,2.25,2910.0,10204.0,2.0,0.0,0.0,3.0,9.0,2910.0,0.0,1990.0,0.0,2700.0,13992.0
1450000.0,4.0,2.75,2750.0,17789.0,1.5,0.0,0.0,3.0,8.0,1980.0,770.0,1914.0,1992.0,3060.0,11275.0
445000.0,3.0,2.25,2100.0,8201.0,1.0,0.0,2.0,3.0,8.0,1620.0,480.0,1967.0,0.0,2660.0,8712.0
260000.0,4.0,2.25,2160.0,8811.0,1.0,0.0,0.0,3.0,8.0,1360.0,800.0,1978.0,0.0,2090.0,8400.0
822500.0,5.0,3.5,2320.0,4960.0,2.0,0.0,0.0,5.0,7.0,1720.0,600.0,1926.0,0.0,1700.0,4960.0
430000.0,4.0,2.5,2070.0,4310.0,2.0,0.0,0.0,3.0,7.0,2070.0,0.0,2004.0,0.0,1970.0,3748.0
212000.0,3.0,1.75,1060.0,7875.0,1.0,0.0,0.0,4.0,7.0,1060.0,0.0,1986.0,0.0,1420.0,7680.0
660500.0,4.0,2.25,2010.0,9603.0,1.0,0.0,0.0,3.0,8.0,1440.0,570.0,1986.0,0.0,2060.0,9793.0
784000.0,3.0,3.5,3950.0,111078.0,1.5,0.0,0.0,3.0,9.0,2460.0,1490.0,1989.0,0.0,2480.0,88500.0
453246.0,3.0,2.5,2010.0,2287.0,2.0,0.0,0.0,3.0,8.0,1390.0,620.0,2014.0,0.0,1690.0,1662.0
675000.0,4.0,3.5,2140.0,2278.0,3.0,0.0,0.0,3.0,9.0,2140.0,0.0,2005.0,0.0,1540.0,2285.0
199000.0,3.0,1.75,1320.0,17390.0,1.0,0.0,0.0,4.0,7.0,1320.0,0.0,1956.0,0.0,1550.0,19265.0
220000.0,4.0,1.75,2020.0,7840.0,1.0,0.0,0.0,3.0,7.0,1010.0,1010.0,1968.0,0.0,1750.0,8140.0
452000.0,4.0,2.25,2590.0,10002.0,1.0,0.0,0.0,4.0,8.0,1340.0,1250.0,1968.0,0.0,1550.0,10436.0
382500.0,2.0,1.0,1190.0,4440.0,1.0,0.0,0.0,3.0,6.0,1190.0,0.0,1981.0,0.0,1060.0,5715.0
519950.0,3.0,2.25,1170.0,1249.0,3.0,0.0,0.0,3.0,8.0,1170.0,0.0,2014.0,0.0,1350.0,1310.0
665000.0,2.0,1.0,1110.0,3200.0,1.0,0.0,0.0,3.0,7.0,1110.0,0.0,1925.0,0.0,1170.0,3600.0
527700.0,5.0,2.5,2820.0,9375.0,1.0,0.0,0.0,4.0,8.0,1550.0,1270.0,1968.0,0.0,2820.0,9375.0
205000.0,3.0,1.0,1610.0,8579.0,1.0,0.0,0.0,4.0,7.0,1010.0,600.0,1962.0,0.0,1610.0,8579.0
420000.0,3.0,1.0,1060.0,8097.0,1.0,0.0,0.0,4.0,7.0,940.0,120.0,1923.0,0.0,1560.0,7940.0
500000.0,4.0,2.25,2030.0,8517.0,1.0,0.0,0.0,4.0,8.0,1380.0,650.0,1961.0,0.0,2230.0,8824.0
921500.0,4.0,2.5,3670.0,315374.0,2.0,0.0,0.0,4.0,9.0,3670.0,0.0,1994.0,0.0,2840.0,87991.0
890000.0,4.0,1.0,2550.0,4000.0,2.0,0.0,0.0,3.0,8.0,2370.0,180.0,1905.0,0.0,2200.0,4000.0
430000.0,2.0,2.5,2420.0,60984.0,2.0,0.0,0.0,3.0,7.0,2420.0,0.0,2007.0,0.0,1940.0,193842.0
258000.0,5.0,2.0,2260.0,12500.0,1.0,0.0,0.0,4.0,8.0,1130.0,1130.0,1960.0,0.0,1360.0,18000.0
511000.0,3.0,1.0,1430.0,3455.0,1.0,0.0,0.0,3.0,7.0,980.0,450.0,1947.0,0.0,1450.0,4599.0
532170.0,3.0,2.0,1360.0,3090.0,2.0,0.0,0.0,3.0,8.0,1360.0,0.0,1990.0,0.0,1500.0,3090.0
560000.0,3.0,1.0,1110.0,5000.0,1.5,0.0,0.0,3.0,7.0,1110.0,0.0,1947.0,0.0,1420.0,5000.0
282950.0,3.0,1.0,1250.0,8200.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,1954.0,0.0,1680.0,8633.0
2250000.0,4.0,3.25,5180.0,19850.0,2.0,0.0,3.0,3.0,12.0,3540.0,1640.0,2006.0,0.0,3160.0,9750.0
350000.0,1.0,1.0,700.0,5100.0,1.0,0.0,0.0,3.0,7.0,700.0,0.0,1942.0,0.0,1010.0,5100.0
215000.0,3.0,1.0,1180.0,7669.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,1967.0,0.0,1190.0,7669.0
650000.0,5.0,3.5,3960.0,25245.0,2.0,0.0,0.0,3.0,9.0,2500.0,1460.0,1996.0,0.0,2640.0,13675.0
320000.0,4.0,2.75,2640.0,7500.0,1.0,0.0,0.0,3.0,8.0,1620.0,1020.0,1967.0,0.0,1980.0,7875.0
247000.0,3.0,2.0,1270.0,7198.0,1.5,0.0,0.0,3.0,7.0,1270.0,0.0,1916.0,2013.0,1160.0,7198.0
320000.0,4.0,1.75,1760.0,11180.0,1.0,0.0,0.0,4.0,8.0,1760.0,0.0,1968.0,0.0,1730.0,11180.0
255000.0,5.0,2.25,2060.0,8632.0,1.0,0.0,0.0,3.0,7.0,1030.0,1030.0,1962.0,0.0,1010.0,11680.0
438000.0,3.0,1.75,1780.0,9660.0,1.0,0.0,0.0,3.0,7.0,1780.0,0.0,1962.0,0.0,1200.0,9660.0
900000.0,3.0,2.5,3400.0,16603.0,2.0,0.0,0.0,3.0,10.0,3400.0,0.0,2000.0,0.0,3400.0,12601.0
441000.0,3.0,2.75,1910.0,7280.0,1.0,0.0,0.0,3.0,7.0,1160.0,750.0,1979.0,0.0,1710.0,8152.0
420000.0,3.0,2.0,2020.0,38332.0,1.0,0.0,0.0,4.0,7.0,1010.0,1010.0,1975.0,0.0,2110.0,36590.0
370000.0,3.0,1.75,1580.0,7000.0,1.0,0.0,0.0,3.0,7.0,1180.0,400.0,1976.0,0.0,1640.0,7500.0
269950.0,2.0,1.75,1340.0,7250.0,1.0,0.0,0.0,5.0,5.0,700.0,640.0,1949.0,0.0,1830.0,9750.0
807100.0,4.0,2.5,2680.0,4499.0,2.0,0.0,0.0,3.0,9.0,2680.0,0.0,1999.0,0.0,2920.0,4500.0
653000.0,3.0,2.5,2680.0,9750.0,1.0,0.0,0.0,4.0,8.0,1610.0,1070.0,1979.0,0.0,2480.0,8750.0
371500.0,3.0,2.0,1370.0,8336.0,1.0,0.0,0.0,5.0,7.0,1370.0,0.0,1964.0,0.0,1770.0,7288.0
284000.0,3.0,1.75,1560.0,21000.0,1.0,0.0,0.0,3.0,7.0,1560.0,0.0,1954.0,0.0,1070.0,7920.0
272000.0,3.0,1.75,2160.0,7140.0,1.0,0.0,0.0,4.0,7.0,1670.0,490.0,1978.0,0.0,1930.0,7350.0
313000.0,3.0,1.5,1340.0,7912.0,1.5,0.0,0.0,3.0,7.0,1340.0,0.0,1955.0,0.0,1480.0,7940.0
917500.0,4.0,2.5,3880.0,35003.0,2.0,0.0,0.0,3.0,10.0,2570.0,1310.0,1984.0,0.0,3740.0,35230.0
673000.0,4.0,2.25,2590.0,8190.0,2.0,0.0,0.0,4.0,8.0,2590.0,0.0,1980.0,0.0,2260.0,8335.0
425000.0,3.0,2.5,1120.0,1100.0,2.0,0.0,0.0,3.0,8.0,820.0,300.0,2008.0,0.0,1590.0,1795.0
399950.0,5.0,2.75,1970.0,5400.0,1.0,0.0,0.0,3.0,7.0,1320.0,650.0,1986.0,0.0,1280.0,2150.0
385000.0,3.0,1.0,1220.0,4800.0,1.0,0.0,0.0,3.0,6.0,1220.0,0.0,1901.0,0.0,1200.0,4800.0
269950.0,3.0,1.5,1950.0,7560.0,1.0,0.0,2.0,4.0,7.0,1320.0,630.0,1975.0,0.0,1950.0,8941.0
330000.0,2.0,1.0,1350.0,8220.0,1.0,0.0,0.0,3.0,7.0,1060.0,290.0,1949.0,0.0,1540.0,8280.0
260000.0,3.0,2.5,1670.0,5797.0,2.0,0.0,0.0,3.0,7.0,1670.0,0.0,1988.0,0.0,1670.0,6183.0
470000.0,4.0,3.0,2380.0,5125.0,1.5,0.0,0.0,4.0,7.0,1680.0,700.0,1925.0,0.0,1410.0,5375.0
589000.0,4.0,3.0,2440.0,9600.0,2.0,0.0,0.0,5.0,7.0,2440.0,0.0,1961.0,0.0,2290.0,9600.0
163500.0,2.0,1.5,1050.0,3419.0,2.0,0.0,0.0,3.0,7.0,1050.0,0.0,1996.0,0.0,1050.0,3417.0
835000.0,4.0,2.75,3130.0,13412.0,2.0,0.0,0.0,3.0,9.0,2140.0,990.0,1993.0,0.0,2260.0,9984.0
1095000.0,5.0,3.0,4090.0,12850.0,1.0,0.0,2.0,4.0,10.0,2090.0,2000.0,1986.0,0.0,2540.0,10270.0
269000.0,4.0,1.75,1490.0,10000.0,1.0,0.0,0.0,4.0,8.0,1100.0,390.0,1969.0,0.0,2190.0,8910.0
560000.0,3.0,2.5,1900.0,8744.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,1987.0,0.0,2030.0,8744.0
615000.0,4.0,1.0,1330.0,2400.0,1.5,0.0,0.0,4.0,6.0,1330.0,0.0,1901.0,0.0,1330.0,4400.0
585188.0,3.0,2.25,2230.0,10026.0,1.0,0.0,0.0,3.0,8.0,1430.0,800.0,1975.0,0.0,2230.0,9340.0
305000.0,3.0,1.75,1650.0,9480.0,1.0,0.0,0.0,3.0,7.0,1220.0,430.0,1977.0,0.0,1540.0,8400.0
166950.0,3.0,1.0,1190.0,8820.0,1.0,0.0,0.0,3.0,6.0,1190.0,0.0,1959.0,0.0,1230.0,7980.0
799000.0,3.0,2.5,2140.0,9897.0,1.0,0.0,0.0,4.0,8.0,2140.0,0.0,1959.0,0.0,2680.0,10083.0
400000.0,3.0,2.5,2180.0,7508.0,1.0,0.0,0.0,4.0,7.0,1420.0,760.0,1962.0,0.0,1900.0,7818.0
